"filename", "language", "Makefile", "TypeScript", "Markdown", "CMake", "C++", "CMake Cache", "YAML", "C", "Protocol Buffers", "Python", "JavaScript", "comment", "blank", "total"
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/win_iocp_io_context.hpp", "C++", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 12, 22, 121
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/win_iocp_io_context.ipp", "C++", 0, 0, 0, 0, 484, 0, 0, 0, 0, 0, 0, 48, 84, 616
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/win_iocp_serial_port_service.ipp", "C++", 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 19, 29, 201
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/win_iocp_socket_service_base.ipp", "C++", 0, 0, 0, 0, 685, 0, 0, 0, 0, 0, 0, 42, 95, 822
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/win_mutex.ipp", "C++", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 11, 15, 85
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/win_object_handle_service.ipp", "C++", 0, 0, 0, 0, 339, 0, 0, 0, 0, 0, 0, 35, 79, 453
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/win_static_mutex.ipp", "C++", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 11, 19, 137
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/win_thread.ipp", "C++", 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 19, 26, 151
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/win_tss_ptr.ipp", "C++", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 9, 14, 58
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/winrt_ssocket_service_base.ipp", "C++", 0, 0, 0, 0, 547, 0, 0, 0, 0, 0, 0, 15, 65, 627
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/winrt_timer_scheduler.hpp", "C++", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 10, 18, 93
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/winrt_timer_scheduler.ipp", "C++", 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 9, 23, 122
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/impl/winsock_init.ipp", "C++", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 9, 17, 83
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/initiate_defer.hpp", "C++", 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 0, 9, 35, 253
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/initiate_dispatch.hpp", "C++", 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 9, 35, 230
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/initiate_post.hpp", "C++", 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 0, 9, 35, 253
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_control.hpp", "C++", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 17, 17, 85
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_object_impl.hpp", "C++", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 30, 30, 182
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_descriptor_read_at_op.hpp", "C++", 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 18, 29, 196
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_descriptor_read_op.hpp", "C++", 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 18, 29, 191
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_descriptor_service.hpp", "C++", 0, 0, 0, 0, 499, 0, 0, 0, 0, 0, 0, 78, 111, 688
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_descriptor_write_at_op.hpp", "C++", 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 18, 29, 190
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_descriptor_write_op.hpp", "C++", 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 18, 29, 186
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_file_service.hpp", "C++", 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 47, 46, 262
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_null_buffers_op.hpp", "C++", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 18, 21, 116
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_operation.hpp", "C++", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 14, 20, 85
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_service.hpp", "C++", 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 84, 83, 320
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_socket_accept_op.hpp", "C++", 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 29, 45, 286
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_socket_connect_op.hpp", "C++", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 18, 26, 142
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_socket_recv_op.hpp", "C++", 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 18, 29, 206
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_socket_recvfrom_op.hpp", "C++", 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 18, 29, 207
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_socket_recvmsg_op.hpp", "C++", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 18, 29, 193
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_socket_send_op.hpp", "C++", 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 18, 29, 192
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_socket_sendto_op.hpp", "C++", 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 18, 29, 195
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_socket_service.hpp", "C++", 0, 0, 0, 0, 468, 0, 0, 0, 0, 0, 0, 69, 95, 632
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_socket_service_base.hpp", "C++", 0, 0, 0, 0, 475, 0, 0, 0, 0, 0, 0, 81, 108, 664
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/io_uring_wait_op.hpp", "C++", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 18, 21, 114
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/is_buffer_sequence.hpp", "C++", 0, 0, 0, 0, 260, 0, 0, 0, 0, 0, 0, 9, 70, 339
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/is_executor.hpp", "C++", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 9, 26, 127
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/keyword_tss_ptr.hpp", "C++", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 13, 18, 71
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/kqueue_reactor.hpp", "C++", 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 69, 61, 272
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/limits.hpp", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 9, 6, 27
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/local_free_on_block_exit.hpp", "C++", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 11, 15, 60
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/macos_fenced_block.hpp", "C++", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 12, 16, 63
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/memory.hpp", "C++", 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 14, 18, 168
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/mutex.hpp", "C++", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 9, 9, 49
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/non_const_lvalue.hpp", "C++", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 9, 12, 55
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/noncopyable.hpp", "C++", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 9, 12, 44
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_event.hpp", "C++", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 19, 21, 107
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_fenced_block.hpp", "C++", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 11, 12, 48
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_global.hpp", "C++", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 10, 14, 60
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_mutex.hpp", "C++", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 13, 15, 61
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_reactor.hpp", "C++", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 17, 19, 84
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_signal_blocker.hpp", "C++", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 17, 16, 70
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_socket_service.hpp", "C++", 0, 0, 0, 0, 377, 0, 0, 0, 0, 0, 0, 75, 68, 520
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_static_mutex.hpp", "C++", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 12, 18, 61
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_thread.hpp", "C++", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 13, 16, 68
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/null_tss_ptr.hpp", "C++", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 13, 17, 69
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/object_pool.hpp", "C++", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 18, 31, 172
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/old_win_sdk_compat.hpp", "C++", 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 17, 48, 215
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/op_queue.hpp", "C++", 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 20, 26, 163
"/home/sergio/dev/pomegranate-pie/pmgpie-worker/lib/asio/asio/detail/operation.hpp", "C++", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 9, 9, 39
